,Open,High,Low,Close,Volume,ReturnsPct,Volatility,Returns,RSI
2023-08-28,180.09,180.59,178.545,180.19,43820697.0,,,,
2023-08-25,177.38,179.15,175.82,178.61,51449594.0,-0.008768522115544575,,-1.579999999999984,
2023-08-24,180.674,181.104,176.01,176.38,54945798.0,-0.01248530317451435,,-2.230000000000018,
2023-08-23,178.52,181.55,178.325,181.12,52722752.0,0.026873795214876983,,4.740000000000009,
2023-08-22,177.06,177.68,176.25,177.23,42084245.0,-0.021477473498233257,,-3.890000000000015,
2023-08-21,175.07,176.13,173.735,175.84,46311879.0,-0.007842915984878296,,-1.3899999999999864,
2023-08-18,172.3,175.1,171.96,174.49,61172150.0,-0.007677434030937236,,-1.3499999999999943,
2023-08-17,177.14,177.5054,173.48,174.0,66062882.0,-0.002808183850077417,,-0.4900000000000091,
2023-08-16,177.13,178.54,176.5,176.57,46964857.0,0.014770114942528778,,2.569999999999993,
2023-08-15,178.88,179.48,177.05,177.45,43622593.0,0.0049838590927111515,,0.8799999999999955,42.83472803347278
2023-08-14,177.97,179.69,177.305,179.46,43675627.0,0.011327134404057526,,2.0100000000000193,48.272598201609114
2023-08-11,177.32,178.62,176.55,177.79,52036672.0,-0.009305694862364988,,-1.670000000000016,48.06786050895377
2023-08-10,179.48,180.75,177.6,177.97,54686851.0,0.0010124303954104352,,0.18000000000000682,54.147104851330205
2023-08-09,180.87,180.93,177.01,178.19,60378492.0,0.0012361633983255516,,0.21999999999999886,40.0
2023-08-08,179.69,180.27,177.58,179.8,67823003.0,0.009035299399517527,,1.6100000000000136,60.388035569927304
2023-08-07,182.13,183.13,177.35,178.85,97576069.0,-0.005283648498331628,0.04756786474127712,-0.950000000000017,62.615255658004926
2023-08-04,185.52,187.38,181.92,181.99,115956841.0,0.017556611685770385,0.04985159017414858,3.140000000000015,77.33236151603482
2023-08-03,191.57,192.37,190.69,191.17,62243282.0,0.05044233199626347,0.06769388104442084,9.179999999999978,88.30879071842915
2023-08-02,195.04,195.18,191.8507,192.58,50389327.0,0.007375634252236418,0.06380092829794728,1.410000000000025,87.67058823529402
2023-08-01,196.235,196.73,195.28,195.605,35281426.0,0.01570775781493383,0.05835599743177054,3.0249999999999773,88.80102586022643
2023-07-31,196.06,196.49,195.26,196.45,38824113.0,0.004319930472124867,0.05634066503942483,0.8449999999999989,88.2141250562302
2023-07-28,194.67,196.626,194.14,195.83,48291443.0,-0.0031560193433441963,0.05520452168317937,-0.6199999999999761,92.58734655335225
2023-07-27,196.02,197.2,192.55,193.22,47460180.0,-0.013327886432109581,0.0582894205873528,-2.6100000000000136,82.29563744176194
2023-07-26,193.67,195.64,193.32,194.5,47471868.0,0.006624573025566738,0.05770920523838924,1.2800000000000011,83.05634373733278
2023-07-25,193.33,194.44,192.915,193.62,37283201.0,-0.004524421593830263,0.05876287215500945,-0.8799999999999955,78.86382623224728
2023-07-24,193.41,194.91,192.25,192.75,45505097.0,-0.004493337465137914,0.05933462740902273,-0.8700000000000045,79.12824811399835
2023-07-21,194.1,194.97,191.23,191.94,71951683.0,-0.004202334630350246,0.0582365554597157,-0.8100000000000023,73.1072921504877
2023-07-20,195.09,196.47,192.495,193.13,59581196.0,0.006199854121079484,0.05806563263384133,1.1899999999999977,57.23781388478586
2023-07-19,193.1,198.23,192.65,195.1,80507323.0,0.010200383161600879,0.0580411634240787,1.9699999999999989,58.936170212765916
2023-07-18,193.35,194.33,192.415,193.73,48353774.0,-0.007022039979497685,0.059395717324051495,-1.3700000000000045,42.4668541582965
2023-07-17,191.9,194.32,191.81,193.99,50520159.0,0.0013420740205440929,0.0585183973542847,0.2600000000000193,39.62900505902202
2023-07-14,190.23,191.1799,189.63,190.69,41616242.0,-0.017011186143615742,0.06106502945432134,-3.3000000000000114,32.32462173314994
2023-07-13,190.5,191.19,189.78,190.54,41342338.0,-0.0007866170223923552,0.03421596498277031,-0.15000000000000568,38.90728476821193
2023-07-12,189.68,191.7,188.47,189.77,60750248.0,-0.004041146216017588,0.03340872071972565,-0.7699999999999818,29.55920484010379
2023-07-11,189.16,189.3,186.6,188.08,46638119.0,-0.008905517205037627,0.029045827569390587,-1.6899999999999977,27.62520193861073
2023-07-10,189.26,189.99,187.035,188.61,59922163.0,0.0028179498085920685,0.028700007916594727,0.5300000000000011,32.807308970099754
2023-07-07,191.41,192.67,190.24,190.68,46814998.0,0.010975027835215423,0.0317668953877228,2.069999999999993,45.26315789473688
2023-07-06,189.84,192.02,189.2,191.81,45156009.0,0.0059261590098593775,0.030031706404210025,1.1299999999999955,45.015105740181305
2023-07-05,191.565,192.98,190.62,191.33,46920261.0,-0.002502476408946297,0.029097179382305303,-0.47999999999998977,33.95744680851071
2023-07-03,193.78,193.88,191.76,192.46,31458198.0,0.005906026237390893,0.029634390793333316,1.1299999999999955,44.483058210252025
2023-06-30,191.63,194.48,191.26,193.97,85213216.0,0.007845786137379074,0.030356369616141007,1.509999999999991,49.92163009404384
2023-06-29,189.08,190.07,188.94,189.59,46347308.0,-0.022580811465690576,0.03797995221635705,-4.3799999999999955,46.02601156069365
2023-06-28,187.93,189.9,187.6,189.25,51216801.0,-0.0017933435307769807,0.037240939157353214,-0.3400000000000034,45.40270848182467
2023-06-27,185.89,188.39,185.67,188.06,50730846.0,-0.006287978863936616,0.03538522520969729,-1.1899999999999977,44.083044982698915
2023-06-26,186.83,188.05,185.23,185.27,48088661.0,-0.014835690736998752,0.03728840006969936,-2.789999999999992,40.964630225080356
2023-06-23,185.55,187.56,185.01,186.68,53116996.0,0.007610514384411848,0.038562752301848115,1.4099999999999966,44.1265976871576
2023-06-22,183.74,187.045,183.67,187.0,51245327.0,0.0017141632740518276,0.03543852724716049,0.3199999999999932,37.46594005449584
2023-06-21,184.9,185.41,182.5901,183.96,49515697.0,-0.01625668449197859,0.03846343206762952,-3.039999999999992,26.341169379144006
2023-06-20,184.41,186.1,184.41,185.01,49799092.0,0.005707762557077611,0.039217027977357106,1.049999999999983,31.58508158508147
2023-06-16,186.73,186.99,184.27,184.92,101256225.0,-0.0004864601913410205,0.03844282629804861,-0.09000000000000341,26.612903225806306
2023-06-15,183.96,186.52,183.78,186.01,65433166.0,0.0058944408392818115,0.03889769215255769,1.0900000000000034,24.64968152866234
2023-06-14,183.37,184.39,182.02,183.95,57462882.0,-0.011074673404655622,0.037936685033468656,-2.0600000000000023,28.9237668161434
2023-06-13,182.8,184.15,182.44,183.31,54929129.0,-0.0034792063060613554,0.036890400964800486,-0.6399999999999864,28.289473684210463
2023-06-12,181.27,183.89,180.97,183.79,54754995.0,0.0026185150837378934,0.03731362809102644,0.47999999999998977,33.53893600616797
2023-06-09,181.5,182.23,180.63,180.96,48899973.0,-0.015398008596767987,0.038162040323764246,-2.829999999999984,33.43581860107601
2023-06-08,177.895,180.84,177.46,180.57,50214881.0,-0.0021551724137931494,0.03607426405792233,-0.3900000000000148,24.520433694745464
2023-06-07,178.44,181.21,177.32,177.82,61944615.0,-0.01522955086669986,0.0327725540360384,-2.75,18.16920943134525
2023-06-06,179.965,180.12,177.43,179.21,64848374.0,0.007816893487796683,0.03487947526967583,1.3900000000000148,31.40172278778384
2023-06-05,182.63,184.951,178.035,179.58,121946497.0,0.00206461692985882,0.035185842571088144,0.37000000000000455,27.543424317617962
2023-06-02,181.03,181.78,179.26,180.95,61996913.0,0.007628911905557256,0.03427124315412737,1.3699999999999761,35.1533283470456
2023-06-01,177.7,180.12,176.9306,180.09,68901809.0,-0.004752694114396161,0.03294056083448445,-0.8599999999999852,27.473363774733613
2023-05-31,177.325,179.35,176.76,177.25,99313268.0,-0.015769892831362098,0.03518753961192925,-2.8400000000000034,25.933908045976978
2023-05-30,176.96,178.99,176.57,177.3,55964401.0,0.0002820874471085588,0.03256487645070531,0.05000000000001137,27.456864216054015
2023-05-26,173.32,175.77,173.11,175.43,54834975.0,-0.010547095318668931,0.03227245519173956,-1.8700000000000045,21.60326086956526
2023-05-25,172.41,173.895,171.69,172.99,56058258.0,-0.013908681525394706,0.03368716192362791,-2.4399999999999977,22.191207257501773
2023-05-24,171.09,172.4183,170.52,171.84,45143488.0,-0.00664778310885028,0.03186596664432038,-1.1500000000000057,21.073558648111373
2023-05-23,173.13,173.3794,171.275,171.56,50747263.0,-0.0016294227188081711,0.031408513296040615,-0.28000000000000114,25.198098256735378
2023-05-22,173.98,174.71,173.45,174.2,43570932.0,0.015388202378176619,0.037256874481414834,2.6399999999999864,31.93943763518375
2023-05-19,176.39,176.39,174.94,175.16,55809475.0,0.005510907003444254,0.037860650625466515,0.960000000000008,34.71645919778692
2023-05-18,173.0,175.24,172.58,175.05,65496657.0,-0.0006279972596482386,0.035554694921254126,-0.10999999999998522,27.651515151515213
2023-05-17,171.71,172.925,170.4201,172.69,57951604.0,-0.013481862325050109,0.03730988061539876,-2.3600000000000136,24.829931972789126
2023-05-16,171.99,173.1383,171.7991,172.07,42110293.0,-0.0035902484220279307,0.034937879846289356,-0.6200000000000045,29.246794871794876
2023-05-15,173.16,173.21,171.47,172.07,37266659.0,0.0,0.03338851992209739,0.0,28.96218825422359
2023-05-12,173.62,174.06,171.0,172.57,45533138.0,0.002905794153542196,0.033526688104760755,0.5,37.0705244122965
2023-05-11,173.85,174.59,172.17,173.75,49514676.0,0.006837804948716553,0.03327607574827489,1.1800000000000068,53.877551020408106
2023-05-10,173.02,174.03,171.9,173.555,53724501.0,-0.0011223021582733583,0.03323048169199346,-0.19499999999999318,59.69474279253818
2023-05-09,173.05,173.54,171.6,171.77,45326874.0,-0.010284924087465064,0.031265324422193784,-1.7849999999999966,51.01449275362323
2023-05-08,172.48,173.85,172.11,173.5,55962793.0,0.01007160738196422,0.03350385287400698,1.7299999999999898,46.29237288135599
2023-05-05,170.975,174.3,170.76,173.57,113453171.0,0.0004034582132563802,0.03206211134549074,0.06999999999999318,40.70175438596487
2023-05-04,164.89,167.04,164.31,165.79,81235427.0,-0.04482341418447888,0.05348040239216619,-7.780000000000001,21.454993834771813
2023-05-03,169.5,170.92,167.16,167.45,65136018.0,0.010012666626455058,0.05475572144198602,1.6599999999999966,33.11855670103088
2023-05-02,170.09,170.35,167.54,168.54,48425696.0,0.006509405792773926,0.05535716810819491,1.0900000000000034,38.9618511569731
2023-05-01,169.28,170.45,168.64,169.59,52472936.0,0.006229975080099814,0.053150592938835596,1.0500000000000114,42.72300469483571
2023-04-28,168.49,169.85,167.8801,169.68,55275851.0,0.0005306916681409035,0.052658050292844386,0.09000000000000341,41.31088394467833
2023-04-27,165.19,168.56,165.19,168.41,64902329.0,-0.007484677039132581,0.05290845948798479,-1.2700000000000102,34.03110047846887
2023-04-26,163.055,165.28,162.8,163.76,44105745.0,-0.027611186984145886,0.05772238747250993,-4.650000000000006,26.871310507674124
2023-04-25,165.19,166.305,163.73,163.77,48714063.0,6.10649731316304e-05,0.057826760309792426,0.010000000000019327,29.381443298969103
2023-04-24,165.0,165.6,163.89,165.33,41949581.0,0.009525554130793257,0.05915798657920015,1.5600000000000023,28.757150286011523
2023-04-21,165.05,166.4521,164.49,165.02,58337341.0,-0.0018750378031815451,0.05887817040857792,-0.3100000000000023,28.043143297380695
2023-04-20,166.09,167.87,165.56,166.65,52456377.0,0.009877590595079422,0.059490342726017394,1.6299999999999955,53.22822822822827
2023-04-19,165.8,168.16,165.54,167.63,47720166.0,0.005880588058805758,0.060094058780937674,0.9799999999999898,50.712025316455716
2023-04-18,166.1,167.41,165.65,166.47,49923008.0,-0.006920002386207713,0.05970184793898959,-1.1599999999999966,41.856805664830894
2023-04-17,165.09,165.39,164.03,165.23,40713618.0,-0.007448789571694703,0.05847250549393656,-1.240000000000009,33.10077519379844
2023-04-14,164.59,166.32,163.82,165.21,49386480.0,-0.00012104339405660802,0.05844077333819747,-0.01999999999998181,32.579890880748266
2023-04-13,161.63,165.8,161.42,165.56,68445649.0,0.002118515828339662,0.03781101758877818,0.3499999999999943,38.035264483627216
2023-04-12,161.22,162.06,159.78,160.1,50133062.0,-0.03297898043005565,0.048488647372466304,-5.460000000000008,35.61320754716982
2023-04-11,162.35,162.36,160.51,160.8,47644217.0,0.004372267332916957,0.048089106265125345,0.700000000000017,38.92617449664429
2023-04-10,161.42,162.03,160.08,162.03,47716882.0,0.007649253731343286,0.048402672846060944,1.2299999999999898,37.38532110091737
2023-04-06,162.43,164.9584,162.0,164.66,45390123.0,0.0162315620564093,0.05202723980646377,2.6299999999999955,48.83116883116878
2023-04-05,164.74,165.05,161.8,163.76,51511744.0,-0.0054658083323211315,0.05183448452119089,-0.9000000000000057,40.149965916837026
